"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"pin_1";"style";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"115";"39";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"532.91";"542.18";"1192.0";"871.0";"";"L5.14+";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"116";"39";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"532.91";"655.57";"1192.0";"871.0";"";"L5.14+";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"117";"39";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"623.62";"542.18";"1192.0";"871.0";"";"spare";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"118";"39";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"623.62";"655.57";"1192.0";"871.0";"";"spare";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"119";"39";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"986.46";"542.18";"1192.0";"871.0";"";"L5-1";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"120";"39";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"986.46";"655.57";"1192.0";"871.0";"";"L5-1";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"121";"40";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"272.13";"542.18";"1192.0";"871.0";"";"L3.10+";"";"7m";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK4";""
"122";"40";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"362.83";"542.18";"1192.0";"871.0";"";"L3.20+";"";"7m";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK4";""
"123";"40";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"453.54";"542.18";"1192.0";"871.0";"";"L5-";"";"7m";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK4";""
"124";"40";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"532.91";"542.18";"1192.0";"871.0";"";"L5.14+";"";"7m";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK4";""
"125";"40";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"272.13";"689.58";"1192.0";"871.0";"";"L3.10+";"";"7m";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK4";""
"126";"40";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"362.83";"689.58";"1192.0";"871.0";"";"L3.20+";"";"7m";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK4";""
"127";"40";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"453.54";"689.58";"1192.0";"871.0";"";"L5-";"";"7m";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK4";""
"128";"40";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"532.91";"689.58";"1192.0";"871.0";"";"L5.14+";"";"7m";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK4";""
"129";"41";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"272.13";"542.18";"1192.0";"871.0";"";"L3.10+";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"130";"41";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"272.13";"655.57";"1192.0";"871.0";"";"L3.10+";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"131";"41";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"362.83";"542.18";"1192.0";"871.0";"";"L3.20+";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"132";"41";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"362.83";"655.57";"1192.0";"871.0";"";"L3.20+";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"133";"41";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"453.54";"542.18";"1192.0";"871.0";"";"L5-";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"134";"41";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"453.54";"655.57";"1192.0";"871.0";"";"L5-";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"135";"41";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"532.91";"542.18";"1192.0";"871.0";"";"L5.14+";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"136";"41";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"532.91";"655.57";"1192.0";"871.0";"";"L5.14+";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"137";"41";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"623.62";"542.18";"1192.0";"871.0";"";"spare";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"138";"41";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"623.62";"655.57";"1192.0";"871.0";"";"spare";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"139";"42";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"272.13";"542.18";"1192.0";"871.0";"";"L3.10+";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"140";"42";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"272.13";"655.57";"1192.0";"871.0";"";"L3.10+";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"141";"42";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"362.83";"542.18";"1192.0";"871.0";"";"L3.20+";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"142";"42";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"362.83";"655.57";"1192.0";"871.0";"";"L3.20+";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"143";"42";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"453.54";"542.18";"1192.0";"871.0";"";"L5-";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"144";"42";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"453.54";"655.57";"1192.0";"871.0";"";"L5-";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"145";"42";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"532.91";"542.18";"1192.0";"871.0";"";"L5.14+";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"146";"42";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"532.91";"655.57";"1192.0";"871.0";"";"L5.14+";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"147";"42";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"623.62";"542.18";"1192.0";"871.0";"";"spare";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"148";"42";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"623.62";"655.57";"1192.0";"871.0";"";"spare";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"149";"43";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"272.13";"542.18";"1192.0";"871.0";"";"L3.10+";"";"7p";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 428TK1 spar";"e"
"150";"43";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"362.83";"542.18";"1192.0";"871.0";"";"L3.20+";"";"7p";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 428TK1 spar";"e"
"151";"43";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"453.54";"542.18";"1192.0";"871.0";"";"L5-";"";"7p";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 428TK1 spar";"e"
"152";"43";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"532.91";"542.18";"1192.0";"871.0";"";"L5.15+";"";"7p";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 428TK1 spar";"e"
"153";"43";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"623.62";"542.18";"1192.0";"871.0";"";"spare";"";"7p";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 428TK1 spar";"e"
"154";"44";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"272.13";"542.18";"1192.0";"871.0";"";"L3.10+";"";"7q";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 450TK1";""
"155";"44";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"362.83";"542.18";"1192.0";"871.0";"";"L3.20+";"";"7q";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 450TK1";""
"156";"44";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"453.54";"542.18";"1192.0";"871.0";"";"L5-";"";"7q";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 450TK1";""
"157";"44";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"532.91";"542.18";"1192.0";"871.0";"";"L5.16+";"";"7q";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 450TK1";""
"158";"44";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"623.62";"542.18";"1192.0";"871.0";"";"spare";"";"7q";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 450TK1";""
"159";"45";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"272.13";"315.41";"1192.0";"871.0";"";"L2.10";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"160";"45";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"362.83";"315.41";"1192.0";"871.0";"";"L2.17";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"161";"45";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"453.54";"315.41";"1192.0";"871.0";"";"spare";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"162";"45";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"272.13";"598.87";"1192.0";"871.0";"";"L3.18+";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"163";"45";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"362.83";"598.87";"1192.0";"871.0";"";"L3.20+";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"164";"45";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"453.54";"598.87";"1192.0";"871.0";"";"L5-";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"165";"45";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"521.57";"598.87";"1192.0";"871.0";"";"L5.10+";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"166";"45";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"827.72";"598.87";"1192.0";"871.0";"";"spare2";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"167";"45";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"532.91";"315.41";"1192.0";"871.0";"";"spare1";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"168";"45";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"623.62";"598.87";"1192.0";"871.0";"";"L5.14+";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"169";"45";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"725.67";"598.87";"1192.0";"871.0";"";"L3.10+";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"170";"46";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"204.09";"610.21";"1192.0";"871.0";"";"L3.12+";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"171";"46";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"204.09";"723.6";"1192.0";"871.0";"";"L3.12+";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"172";"46";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"272.13";"610.21";"1192.0";"871.0";"";"L4-";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"173";"46";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"272.13";"723.6";"1192.0";"871.0";"";"L4-";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"174";"46";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"317.48";"610.21";"1192.0";"871.0";"";"L4.11+";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"175";"46";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"317.48";"723.6";"1192.0";"871.0";"";"L4.11+";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"176";"46";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"578.27";"610.21";"1192.0";"871.0";"";"L3.12+";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"177";"46";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"578.27";"723.6";"1192.0";"871.0";"";"L3.12+";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"178";"46";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"793.7";"610.21";"1192.0";"871.0";"";"L4.11+";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"179";"46";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"793.7";"723.6";"1192.0";"871.0";"";"L4.11+";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"180";"46";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"1054.49";"610.21";"1192.0";"871.0";"";"L3.12+";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"181";"46";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"1054.49";"723.6";"1192.0";"871.0";"";"L3.12+";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"182";"46";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"578.27";"213.36";"1192.0";"871.0";"";"L2.11";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"183";"46";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"578.27";"326.75";"1192.0";"871.0";"";"L2.11";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"184";"46";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"702.99";"213.36";"1192.0";"871.0";"";"L01";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"185";"46";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"702.99";"326.75";"1192.0";"871.0";"";"L01";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"186";"46";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"646.3";"213.36";"1192.0";"871.0";"";"L02";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"187";"46";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"646.3";"326.75";"1192.0";"871.0";"";"L02";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"188";"46";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"1065.83";"213.36";"1192.0";"871.0";"";"L01";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"189";"46";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"1065.83";"326.75";"1192.0";"871.0";"";"L01";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"190";"47";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"204.09";"610.21";"1192.0";"871.0";"";"L3.12+";"";"7t";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution B1-B5";""
"191";"47";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"204.09";"723.6";"1192.0";"871.0";"";"L3.12+";"";"7t";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution B1-B5";""
"192";"47";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"272.13";"610.21";"1192.0";"871.0";"";"L4-";"";"7t";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution B1-B5";""
"193";"47";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"272.13";"723.6";"1192.0";"871.0";"";"L4-";"";"7t";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution B1-B5";""
"194";"47";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"317.48";"610.21";"1192.0";"871.0";"";"L4.11+";"";"7t";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution B1-B5";""
"195";"47";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"317.48";"723.6";"1192.0";"871.0";"";"L4.11+";"";"7t";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution B1-B5";""
"196";"47";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"578.27";"610.21";"1192.0";"871.0";"";"L3.12+";"";"7t";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution B1-B5";""
"197";"47";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"578.27";"723.6";"1192.0";"871.0";"";"L3.12+";"";"7t";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution B1-B5";""
"198";"47";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"793.7";"610.21";"1192.0";"871.0";"";"L4.11+";"";"7t";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution B1-B5";""
"199";"47";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"793.7";"723.6";"1192.0";"871.0";"";"L4.11+";"";"7t";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution B1-B5";""
"200";"47";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"1054.49";"610.21";"1192.0";"871.0";"";"L3.12+";"";"7t";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution B1-B5";""
"201";"47";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"1054.49";"723.6";"1192.0";"871.0";"";"L3.12+";"";"7t";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution B1-B5";""
"202";"47";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"578.27";"213.36";"1192.0";"871.0";"";"L2.11";"";"7t";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution B1-B5";""
"203";"47";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"578.27";"326.75";"1192.0";"871.0";"";"L2.11";"";"7t";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution B1-B5";""
"204";"47";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"702.99";"213.36";"1192.0";"871.0";"";"L01";"";"7t";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution B1-B5";""
"205";"47";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"702.99";"326.75";"1192.0";"871.0";"";"L01";"";"7t";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution B1-B5";""
"206";"47";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"646.3";"213.36";"1192.0";"871.0";"";"L02";"";"7t";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution B1-B5";""
"207";"47";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"646.3";"326.75";"1192.0";"871.0";"";"L02";"";"7t";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution B1-B5";""
"208";"48";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"204.09";"610.21";"1192.0";"871.0";"";"L3.13+";"";"7v";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution D1-D4";""
"209";"48";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"204.09";"723.6";"1192.0";"871.0";"";"L3.13+";"";"7v";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution D1-D4";""
"210";"48";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"272.13";"610.21";"1192.0";"871.0";"";"L4-";"";"7v";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution D1-D4";""
"211";"48";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"272.13";"723.6";"1192.0";"871.0";"";"L4-";"";"7v";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution D1-D4";""
"212";"48";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"317.48";"610.21";"1192.0";"871.0";"";"L4.12+";"";"7v";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution D1-D4";""
"213";"48";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"317.48";"723.6";"1192.0";"871.0";"";"L4.12+";"";"7v";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution D1-D4";""
"214";"48";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"578.27";"610.21";"1192.0";"871.0";"";"L3.13+";"";"7v";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution D1-D4";""
"215";"48";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"578.27";"723.6";"1192.0";"871.0";"";"L3.13+";"";"7v";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution D1-D4";""
"216";"48";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"793.7";"610.21";"1192.0";"871.0";"";"L4.12+";"";"7v";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution D1-D4";""
"217";"48";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"793.7";"723.6";"1192.0";"871.0";"";"L4.12+";"";"7v";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution D1-D4";""
"218";"48";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"1054.49";"610.21";"1192.0";"871.0";"";"L3.13+";"";"7v";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution D1-D4";""
"219";"48";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"1054.49";"723.6";"1192.0";"871.0";"";"L3.13+";"";"7v";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution D1-D4";""
"220";"48";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"578.27";"213.36";"1192.0";"871.0";"";"L2.12";"";"7v";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution D1-D4";""
"221";"48";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"578.27";"326.75";"1192.0";"871.0";"";"L2.12";"";"7v";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution D1-D4";""
"222";"48";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"702.99";"213.36";"1192.0";"871.0";"";"L01";"";"7v";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution D1-D4";""
"223";"48";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"702.99";"326.75";"1192.0";"871.0";"";"L01";"";"7v";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution D1-D4";""
"224";"48";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"646.3";"213.36";"1192.0";"871.0";"";"L02";"";"7v";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution D1-D4";""
"225";"48";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"646.3";"326.75";"1192.0";"871.0";"";"L02";"";"7v";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution D1-D4";""
"226";"48";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"1065.83";"213.36";"1192.0";"871.0";"";"L01";"";"7v";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution D1-D4";""
"227";"48";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"1065.83";"326.75";"1192.0";"871.0";"";"L01";"";"7v";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution D1-D4";""
"228";"49";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"272.13";"542.18";"1192.0";"871.0";"";"L3.12+";"";"7w";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution TEXPAN BOX";""
"229";"49";"X_Simple_V_3_Right_SZ";"variant_0";"approved";"272.13";"655.57";"1192.0";"871.0";"";"L3.12+";"";"7w";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution TEXPAN BOX";""
