"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Page";"Sheets";"=";"+";"txt_1";"txt_2";"txt_3";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"81";"81";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"68";"5";"= 420";"+ 400A";"forming line";"cleaning brush";"420M15";"68";"5";"= 420";"+ 400A";"forming line";"cleaning brush";"420M15"
"82";"82";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"69";"7";"= 421";"+ 400A";"pre - press";"hydraulics
HP - pump";"421M1";"69";"7";"= 421";"+ 400A";"pre - press";"hydraulics
HP - pump";"421M1"
"83";"83";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"70";"7";"= 421";"+ 400A";"pre - press";"hydraulics
cooling - fan";"421M2";"70";"7";"= 421";"+ 400A";"pre - press";"hydraulics
cooling - fan";"421M2"
"84";"84";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"71";"7";"= 421";"+ 400A";"pre - press";"cleaning brush 1";"421M3";"71";"7";"= 421";"+ 400A";"pre - press";"cleaning brush 1";"421M3"
"85";"85";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"71a";"7";"= 421";"+ 400A";"pre - press";"cleaning brush 2";"421M4";"71a";"7";"= 421";"+ 400A";"pre - press";"cleaning brush 2";"421M4"
"86";"86";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"71b";"7";"= 421";"+ 400A";"pre - press";"cleaning brush 3";"421M5";"71b";"7";"= 421";"+ 400A";"pre - press";"cleaning brush 3";"421M5"
"87";"87";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"71c";"7";"= 421";"+ 400A";"pre - press";"cleaning brush 1 - 2 - 3 421M";"3, 421M4, 421M5";"71c";"7";"= 421";"+ 400A";"pre - press";"cleaning brush 1 - 2 - 3 421M";"3, 421M4, 421M5"
"88";"88";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"71d";"7";"= 421";"+ 400A";"pre - press";"belt adjustment
air evacuation belt";"421M13";"71d";"7";"= 421";"+ 400A";"pre - press";"belt adjustment
air evacuation belt";"421M13"
"89";"89";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"72";"29";"= 427";"+ 400A";"press hydraulics";"cooling and filtering pump";"427M1.1";"72";"29";"= 427";"+ 400A";"press hydraulics";"cooling and filtering pump";"427M1.1"
"90";"90";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"73";"29";"= 427";"+ 400A";"press hydraulics";"fan air cooling";"427M1.2";"73";"29";"= 427";"+ 400A";"press hydraulics";"fan air cooling";"427M1.2"
"91";"91";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"74";"29";"= 427";"+ 400A";"press hydraulics";"close shut off valve 60";"spare";"74";"29";"= 427";"+ 400A";"press hydraulics";"close shut off valve 60";"spare"
"92";"92";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"75";"29";"= 427";"+ 400A";"press";"hydraulics HP - pump";"427M3";"75";"29";"= 427";"+ 400A";"press";"hydraulics HP - pump";"427M3"
"93";"93";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"76";"29";"= 427";"+ 400A";"press";"upper cleaning brush 1";"427M4";"76";"29";"= 427";"+ 400A";"press";"upper cleaning brush 1";"427M4"
"94";"94";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"76a";"29";"= 427";"+ 400A";"press";"upper cleaning brush 2";"427M5";"76a";"29";"= 427";"+ 400A";"press";"upper cleaning brush 2";"427M5"
"95";"95";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"77";"29";"= 427";"+ 400A";"press hydraulics";"washing pump";"427M8.1";"77";"29";"= 427";"+ 400A";"press hydraulics";"washing pump";"427M8.1"
"96";"96";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"78";"29";"= 427";"+ 400A";"press hydraulics";"stop cock 21 close";"427M8.2";"78";"29";"= 427";"+ 400A";"press hydraulics";"stop cock 21 close";"427M8.2"
"97";"97";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"79";"29";"= 427";"+ 400A";"press";"exhaust oil mist";"427M23";"79";"29";"= 427";"+ 400A";"press";"exhaust oil mist";"427M23"
"98";"98";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"80";"29";"= 427";"+ 400A";"press";"fan air circulation belt lubrication top";"427M24";"80";"29";"= 427";"+ 400A";"press";"fan air circulation belt lubrication top";"427M24"
"99";"99";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"81";"29";"= 427";"+ 400A";"press";"fan air circulation belt lubrication top";"427M25";"81";"29";"= 427";"+ 400A";"press";"fan air circulation belt lubrication top";"427M25"
"100";"100";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"82";"29";"= 427";"+ 400A";"press";"pump roll rod chain belt lubrication";"427M28";"82";"29";"= 427";"+ 400A";"press";"pump roll rod chain belt lubrication";"427M28"
"101";"101";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"83";"29";"= 427";"+ 400A";"press";"pump align and press lubrication of chain";"427M29";"83";"29";"= 427";"+ 400A";"press";"pump align and press lubrication of chain";"427M29"
"102";"102";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"84";"29";"= 427";"+ 400A";"press";"belt adjustment
middle belt";"427M30";"84";"29";"= 427";"+ 400A";"press";"belt adjustment
middle belt";"427M30"
"103";"103";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"85";"29";"= 427";"+ 400A";"press";"spare";"";"85";"29";"= 427";"+ 400A";"press";"spare";""
"104";"104";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"86";"29";"= 427";"+ 400A";"press";"spare";"";"86";"29";"= 427";"+ 400A";"press";"spare";""
"105";"105";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"87";"29";"= 427";"+ 400A";"press";"spare";"";"87";"29";"= 427";"+ 400A";"press";"spare";""
"106";"106";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"88";"29";"= 427";"+ 400A";"press";"spare";"";"88";"29";"= 427";"+ 400A";"press";"spare";""
"107";"107";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"88a";"29";"= 427";"+ 400A";"press";"spare";"";"88a";"29";"= 427";"+ 400A";"press";"spare";""
"108";"108";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"88b";"29";"= 427";"+ 400A";"press";"spare";"";"88b";"29";"= 427";"+ 400A";"press";"spare";""
"109";"109";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"89";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 right";"427M301";"89";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 right";"427M301"
"110";"110";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"90";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 left";"427M302";"90";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 left";"427M302"
"111";"111";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"91";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 right";"427M303";"91";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 right";"427M303"
"112";"112";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"92";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 left";"427M304";"92";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 left";"427M304"
"113";"113";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"114";"114";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"115";"115";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"116";"116";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"117";"117";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"100";"29";"= 427";"+ 400A";"press";"central hydraulic band control";"427M?";"100";"29";"= 427";"+ 400A";"press";"central hydraulic band control";"427M?"
"118";"118";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"95";"4";"= 442";"+ 400A";"trim saw";"right hand side in front
spare";"442M1";"95";"4";"= 442";"+ 400A";"trim saw";"right hand side in front
spare";"442M1"
"119";"119";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"96";"4";"= 442";"+ 400A";"trim saw";"right hand side at rear
spare";"442M2";"96";"4";"= 442";"+ 400A";"trim saw";"right hand side at rear
spare";"442M2"
"120";"120";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"97";"4";"= 442";"+ 400A";"trim saw";"left hand side in front
spare";"442M3";"97";"4";"= 442";"+ 400A";"trim saw";"left hand side in front
spare";"442M3"
"121";"121";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"98";"4";"= 442";"+ 400A";"trim saw";"left hand side at rear
spare";"442M4";"98";"4";"= 442";"+ 400A";"trim saw";"left hand side at rear
spare";"442M4"
"122";"122";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"99";"1";"= 447";"+ 400A";"";"roller conveyor
spare";"447M1";"99";"1";"= 447";"+ 400A";"";"roller conveyor
spare";"447M1"
"123";"123";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"100";"1";"= 448";"+ 400A";"";"roller conveyor
spare";"448M1";"100";"1";"= 448";"+ 400A";"";"roller conveyor
spare";"448M1"
"124";"124";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"3";"21";"= 414";"+ 400H10";"forming machine C";"illumination & sockets";"";"3";"21";"= 414";"+ 400H10";"forming machine C";"illumination & sockets";""
"125";"125";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"4";"21";"= 414";"+ 400H10";"";"power supply";"";"4";"21";"= 414";"+ 400H10";"";"power supply";""
"126";"126";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"98";"21";"= 414";"+ 400H10";"forming machine C";"transport belt to matformer C";"414M01";"98";"21";"= 414";"+ 400H10";"forming machine C";"transport belt to matformer C";"414M01"
"127";"127";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"99";"21";"= 414";"+ 400H10";"forming machine C";"transport belt ??";"414M02";"99";"21";"= 414";"+ 400H10";"forming machine C";"transport belt ??";"414M02"
"128";"128";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"100";"21";"= 414";"+ 400H10";"forming machine C";"pinned roll";"414M3";"100";"21";"= 414";"+ 400H10";"forming machine C";"pinned roll";"414M3"
"129";"129";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"101";"21";"= 414";"+ 400H10";"forming machine C";"pinned roll";"414M3";"101";"21";"= 414";"+ 400H10";"forming machine C";"pinned roll";"414M3"
"130";"130";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"103";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M5, 414M6";"103";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M5, 414M6"
"131";"131";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"104";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M5, 414M6";"104";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M5, 414M6"
"132";"132";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"106";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M7, 414M8";"106";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M7, 414M8"
"133";"133";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"107";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M7, 414M8";"107";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M7, 414M8"
"134";"134";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"109";"21";"= 414";"+ 400H10";"forming machine C";"dosing belt cleaning brush";"414M10";"109";"21";"= 414";"+ 400H10";"forming machine C";"dosing belt cleaning brush";"414M10"
"135";"135";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"110";"21";"= 414";"+ 400H10";"forming machine C";"rotary combs";"414M11";"110";"21";"= 414";"+ 400H10";"forming machine C";"rotary combs";"414M11"
"136";"136";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"111";"21";"= 414";"+ 400H10";"forming machine C";"pinned roll";"414M13";"111";"21";"= 414";"+ 400H10";"forming machine C";"pinned roll";"414M13"
"137";"137";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"112";"21";"= 414";"+ 400H10";"forming machine C";"distribution belt left";"414M15";"112";"21";"= 414";"+ 400H10";"forming machine C";"distribution belt left";"414M15"
"138";"138";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"113";"21";"= 414";"+ 400H10";"forming machine C";"distribution belt right";"414M16";"113";"21";"= 414";"+ 400H10";"forming machine C";"distribution belt right";"414M16"
"139";"139";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"114";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17";"114";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17"
"140";"140";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"115";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17";"115";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17"
"141";"141";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"116";"21";"= 414";"+ 400H10";"forming machine C";"fast disks rolls";"414M20";"116";"21";"= 414";"+ 400H10";"forming machine C";"fast disks rolls";"414M20"
"142";"142";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"117";"21";"= 414";"+ 400H10";"forming machine C";"slow disks rolls";"414M21";"117";"21";"= 414";"+ 400H10";"forming machine C";"slow disks rolls";"414M21"
"143";"143";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"118";"21";"= 414";"+ 400H10";"forming machine C";"transport belt";"422M11";"118";"21";"= 414";"+ 400H10";"forming machine C";"transport belt";"422M11"
"144";"144";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"119";"21";"= 414";"+ 400H10";"forming machine C";"transport belt cleaning brush";"414M26";"119";"21";"= 414";"+ 400H10";"forming machine C";"transport belt cleaning brush";"414M26"
"145";"145";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"763";"2";"= 763";"+ ???";"";"band spraying infeed";"";"763";"2";"= 763";"+ ???";"";"band spraying infeed";""
"146";"146";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"764";"2";"= 763";"+ ???";"";"band spraying infeed";"";"764";"2";"= 763";"+ ???";"";"band spraying infeed";""
"147";"147";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"1";"18";"= RES";"+ 400A";"";"reserve terminals +400A";"";"1";"18";"= RES";"+ 400A";"";"reserve terminals +400A";""
"148";"148";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"3";"18";"= RES";"+ 400A";"";"reserve terminals +400A";"";"3";"18";"= RES";"+ 400A";"";"reserve terminals +400A";""
"149";"149";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"4";"18";"= RES";"+ 400A";"";"reserve terminals +400A";"";"4";"18";"= RES";"+ 400A";"";"reserve terminals +400A";""
"150";"150";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"5";"18";"= RES";"+ 400H11";"";"reserve terminals +400H11";"";"5";"18";"= RES";"+ 400H11";"";"reserve terminals +400H11";""
"151";"151";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"7";"18";"= RES";"+ A2";"";"reserve terminals +A2";"";"7";"18";"= RES";"+ A2";"";"reserve terminals +A2";""
"152";"152";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"8";"18";"= RES";"+ A3";"";"reserve terminals +A3";"";"8";"18";"= RES";"+ A3";"";"reserve terminals +A3";""
"153";"153";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"11";"18";"= RES";"+ B2";"";"reserve terminals +B2";"";"11";"18";"= RES";"+ B2";"";"reserve terminals +B2";""
"154";"154";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"13";"18";"= RES";"+ B4";"";"reserve terminals +B4";"";"13";"18";"= RES";"+ B4";"";"reserve terminals +B4";""
"155";"155";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"15";"18";"= RES";"+ C2";"";"reserve terminals +C2";"";"15";"18";"= RES";"+ C2";"";"reserve terminals +C2";""
"156";"156";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"16";"18";"= RES";"+ C3";"";"reserve terminals +C3";"";"16";"18";"= RES";"+ C3";"";"reserve terminals +C3";""
"157";"157";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"17";"18";"= RES";"+ C4";"";"reserve terminals +C4";"";"17";"18";"= RES";"+ C4";"";"reserve terminals +C4";""
"158";"158";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"18";"18";"= RES";"+ C5";"";"reserve terminals +C5";"";"18";"18";"= RES";"+ C5";"";"reserve terminals +C5";""
"159";"159";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"19";"18";"= RES";"+ D1";"";"reserve terminals +D1";"";"19";"18";"= RES";"+ D1";"";"reserve terminals +D1";""
"160";"160";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"20";"18";"= RES";"+ D2";"";"reserve terminals +D2";"";"20";"18";"= RES";"+ D2";"";"reserve terminals +D2";""
"161";"161";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"21";"18";"= RES";"+ D3";"";"reserve terminals +D3";"";"21";"18";"= RES";"+ D3";"";"reserve terminals +D3";""
"162";"162";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"22";"18";"= RES";"+ D4";"";"reserve terminals +D4";"";"22";"18";"= RES";"+ D4";"";"reserve terminals +D4";""
"163";"163";"pg_S1";"variant_0";"pending";"1190.55";"871.0";"1192.0";"871.0";"25";"18";"= RES";"+ TEXPAN BOX";"";"reserve terminals +TEXPAN BOX";"";"25";"18";"= RES";"+ TEXPAN BOX";"";"reserve terminals +TEXPAN BOX";""
